size of int array, time for copying into enclave (TE-seconds),TE-ms,TE-ns,time for copying to other untrusted memory region(TO-s),TO-ms,TO-ns,kb,mb
508160,0,1,1650615,0,0,283608,1985,1
508416,0,1,1683267,0,0,289560,1986,1
508672,0,1,1675082,0,0,287370,1987,1
508928,0,1,1684408,0,0,290994,1988,1
509184,0,1,1659819,0,0,282812,1989,1
509440,0,1,1668349,0,0,295186,1990,1
509696,0,1,1662407,0,0,286990,1991,1
509952,0,1,1683318,0,0,289337,1992,1
510208,0,1,1676363,0,0,283257,1993,1
510464,0,1,1662132,0,0,286181,1994,1
510720,0,1,1706429,0,0,282159,1995,1
510976,0,1,1681060,0,0,289975,1996,1
511232,0,1,1674791,0,0,283183,1997,1
511488,0,1,1700782,0,0,266243,1998,1
511744,0,1,1688855,0,0,285574,1999,1
512000,0,1,1693459,0,0,295512,2000,1
512256,0,1,1705824,0,0,277046,2001,1
512512,0,1,1667797,0,0,286163,2002,1
512768,0,1,1719015,0,0,284411,2003,1
513024,0,1,1697253,0,0,291067,2004,1
513280,0,1,1713776,0,0,261975,2005,1
513536,0,1,1674442,0,0,289248,2006,1
513792,0,1,1696420,0,0,286004,2007,1
514048,0,1,1691696,0,0,292001,2008,1
514304,0,1,1692955,0,0,285334,2009,1
514560,0,1,1672582,0,0,288638,2010,1
514816,0,1,1696947,0,0,311182,2011,1
515072,0,1,1700142,0,0,293580,2012,1
515328,0,1,1695605,0,0,285555,2013,1
515584,0,1,1677459,0,0,286892,2014,1
515840,0,1,1695960,0,0,284312,2015,1
516096,0,1,1698824,0,0,293999,2016,1
516352,0,1,1716158,0,0,277710,2017,1
516608,0,1,1688400,0,0,283607,2018,1
516864,0,1,1708330,0,0,282640,2019,1
517120,0,1,1722825,0,0,293368,2020,1
517376,0,1,1702928,0,0,283142,2021,1
517632,0,1,1685500,0,0,291436,2022,1
517888,0,1,1707224,0,0,287648,2023,1
518144,0,1,1717975,0,0,293111,2024,1
518400,0,1,1708100,0,0,285756,2025,1
518656,0,1,1690284,0,0,288705,2026,1
518912,0,1,1716131,0,0,284740,2027,1
519168,0,1,1733790,0,0,294803,2028,1
519424,0,1,1712833,0,0,288250,2029,1
519680,0,1,1690863,0,0,286172,2030,1
519936,0,1,1717562,0,0,290473,2031,1
520192,0,1,1716604,0,0,296465,2032,1
520448,0,1,1716236,0,0,282895,2033,1
520704,0,1,1695725,0,0,290019,2034,1
520960,0,1,1722780,0,0,301356,2035,1
521216,0,1,1754146,0,0,281593,2036,1
521472,0,1,1712554,0,0,288709,2037,1
521728,0,1,1708596,0,0,294689,2038,1
521984,0,1,1704879,0,0,293479,2039,1
522240,0,1,1731182,0,0,297331,2040,1
522496,0,1,1701608,0,0,292846,2041,1
522752,0,1,1711114,0,0,291259,2042,1
523008,0,1,1716261,0,0,302502,2043,1
523264,0,1,1726777,0,0,330806,2044,1
523520,0,1,1716173,0,0,289077,2045,1
523776,0,1,1714768,0,0,293048,2046,1
524032,0,1,1706636,0,0,293750,2047,1
524288,0,1,1740795,0,0,295779,2048,2
524544,0,1,1714790,0,0,293339,2049,2
524800,0,1,1736049,0,0,279431,2050,2
525056,0,1,1711216,0,0,294964,2051,2
525312,0,1,1755736,0,0,282515,2052,2
525568,0,1,1730464,0,0,293190,2053,2
525824,0,1,1734086,0,0,277421,2054,2
526080,0,1,1705796,0,0,296814,2055,2
526336,0,1,1761483,0,0,280704,2056,2
526592,0,1,1705482,0,0,298895,2057,2
526848,0,1,1740382,0,0,274674,2058,2
527104,0,1,1702037,0,0,295652,2059,2
527360,0,1,1767708,0,0,276142,2060,2
527616,0,1,1724858,0,0,295452,2061,2
527872,0,1,1750024,0,0,266745,2062,2
528128,0,1,1699860,0,0,296330,2063,2
528384,0,1,1758005,0,0,271192,2064,2
528640,0,1,1696200,0,0,295206,2065,2
528896,0,1,1750340,0,0,267098,2066,2
529152,0,1,1708680,0,0,290371,2067,2
529408,0,2,2016056,0,0,272772,2068,2
529664,0,1,1732862,0,0,291219,2069,2
529920,0,1,1756180,0,0,265918,2070,2
530176,0,1,1707715,0,0,289351,2071,2
530432,0,1,1764216,0,0,278438,2072,2
530688,0,1,1708873,0,0,288605,2073,2
530944,0,1,1749795,0,0,273216,2074,2
531200,0,1,1714308,0,0,294454,2075,2
531456,0,1,1776310,0,0,286587,2076,2
531712,0,1,1737184,0,0,295680,2077,2
531968,0,1,1753103,0,0,277553,2078,2
532224,0,1,1719971,0,0,290481,2079,2
532480,0,1,1781379,0,0,292833,2080,2
532736,0,1,1733341,0,0,296070,2081,2
532992,0,1,1760677,0,0,288897,2082,2
533248,0,1,1734662,0,0,287601,2083,2
533504,0,1,1776974,0,0,311417,2084,2
533760,0,1,1786260,0,0,291932,2085,2
534016,0,1,1752985,0,0,284727,2086,2
534272,0,1,1743084,0,0,312098,2087,2
534528,0,1,1794491,0,0,309219,2088,2
534784,0,1,1764136,0,0,312343,2089,2
535040,0,1,1745439,0,0,301767,2090,2
535296,0,1,1779784,0,0,285464,2091,2
535552,0,1,1768821,0,0,306887,2092,2
535808,0,1,1877631,0,0,330323,2093,2
536064,0,1,1762520,0,0,290885,2094,2
536320,0,1,1792024,0,0,275789,2095,2
536576,0,1,1748965,0,0,304013,2096,2
536832,0,1,1778930,0,0,271519,2097,2
537088,0,1,1723405,0,0,299986,2098,2
537344,0,1,1777433,0,0,275339,2099,2
537600,0,1,1746002,0,0,306233,2100,2
537856,0,1,1807828,0,0,272059,2101,2
538112,0,1,1724134,0,0,289872,2102,2
538368,0,1,1778643,0,0,274014,2103,2
538624,0,1,1758103,0,0,307138,2104,2
538880,0,1,1782395,0,0,290737,2105,2
539136,0,1,1743792,0,0,303911,2106,2
539392,0,1,1786101,0,0,286118,2107,2
539648,0,1,1780138,0,0,310316,2108,2
539904,0,1,1806830,0,0,300164,2109,2
540160,0,1,1757408,0,0,304122,2110,2
540416,0,1,1809611,0,0,276232,2111,2
540672,0,1,1790373,0,0,304041,2112,2
540928,0,1,1762007,0,0,303235,2113,2
541184,0,1,1778511,0,0,305654,2114,2
541440,0,1,1786638,0,0,310043,2115,2
541696,0,1,1813261,0,0,285134,2116,2
541952,0,1,1785403,0,0,292058,2117,2
542208,0,1,1793369,0,0,273639,2118,2
542464,0,1,1755959,0,0,309469,2119,2
542720,0,1,1817447,0,0,276160,2120,2
542976,0,1,1736442,0,0,303137,2121,2
543232,0,1,1796906,0,0,272835,2122,2
543488,0,1,1747425,0,0,308789,2123,2
543744,0,1,1824042,0,0,298005,2124,2
544000,0,1,1781827,0,0,296071,2125,2
544256,0,1,1799645,0,0,293883,2126,2
544512,0,1,1762348,0,0,310005,2127,2
544768,0,1,1820550,0,0,290273,2128,2
545024,0,1,1764253,0,0,302125,2129,2
545280,0,1,1790140,0,0,299374,2130,2
545536,0,1,1846654,0,0,274303,2131,2
545792,0,1,1792972,0,0,290157,2132,2
546048,0,1,1805043,0,0,297892,2133,2
546304,0,1,1790459,0,0,284814,2134,2
546560,0,1,1796917,0,0,284553,2135,2
546816,0,1,1803968,0,0,303070,2136,2
547072,0,1,1829240,0,0,280599,2137,2
547328,0,1,1770746,0,0,301554,2138,2
547584,0,1,1823767,0,0,267860,2139,2
547840,0,1,1793533,0,0,302918,2140,2
548096,0,1,1840423,0,0,270327,2141,2
548352,0,1,1770485,0,0,300776,2142,2
548608,0,1,1810974,0,0,288601,2143,2
548864,0,1,1789852,0,0,306524,2144,2
549120,0,1,1811701,0,0,284342,2145,2
549376,0,1,1769714,0,0,304652,2146,2
549632,0,1,1815208,0,0,291735,2147,2
549888,0,1,1804604,0,0,302386,2148,2
550144,0,1,1833193,0,0,307370,2149,2
550400,0,1,1792282,0,0,308973,2150,2
550656,0,1,1804872,0,0,310703,2151,2
550912,0,1,1817318,0,0,301335,2152,2
551168,0,1,1817135,0,0,301504,2153,2
551424,0,1,1825308,0,0,287123,2154,2
551680,0,1,1791094,0,0,303713,2155,2
551936,0,1,1841877,0,0,289976,2156,2
552192,0,1,1805806,0,0,302795,2157,2
552448,0,1,1822703,0,0,279159,2158,2
552704,0,1,1780310,0,0,306610,2159,2
552960,0,1,1842137,0,0,288896,2160,2
553216,0,1,1783156,0,0,305595,2161,2
553472,0,1,1821957,0,0,294405,2162,2
553728,0,1,1807506,0,0,289512,2163,2
553984,0,1,1842246,0,0,324321,2164,2
554240,0,1,1796751,0,0,309064,2165,2
554496,0,1,1827815,0,0,311054,2166,2
554752,0,1,1811213,0,0,314861,2167,2
555008,0,1,1835814,0,0,301225,2168,2
555264,0,1,1844978,0,0,297615,2169,2
555520,0,1,1831097,0,0,370860,2170,2
555776,0,1,1952440,0,0,376161,2171,2
556032,0,2,2200718,0,0,304350,2172,2
556288,0,1,1848934,0,0,293319,2173,2
556544,0,1,1804730,0,0,314172,2174,2
556800,0,1,1842452,0,0,300219,2175,2
557056,0,1,1843816,0,0,340632,2176,2
557312,0,1,1829840,0,0,276126,2177,2
557568,0,1,1831434,0,0,287876,2178,2
557824,0,1,1817388,0,0,314879,2179,2
558080,0,1,1954529,0,0,283387,2180,2
558336,0,1,1873494,0,0,282253,2181,2
558592,0,1,1862555,0,0,279528,2182,2
558848,0,1,1819234,0,0,300075,2183,2
559104,0,1,1889614,0,0,322966,2184,2
559360,0,1,1840452,0,0,304478,2185,2
559616,0,1,1871544,0,0,290496,2186,2
559872,0,1,1891887,0,0,306918,2187,2
560128,0,1,1877792,0,0,310263,2188,2
560384,0,1,1868236,0,0,290865,2189,2
560640,0,1,1846946,0,0,317157,2190,2
560896,0,1,1896340,0,0,282236,2191,2
561152,0,1,1848740,0,0,312834,2192,2
561408,0,1,1901484,0,0,289936,2193,2
561664,0,1,1865026,0,0,303593,2194,2
561920,0,1,1884399,0,0,293932,2195,2
562176,0,1,1847682,0,0,301485,2196,2
562432,0,1,1903717,0,0,301075,2197,2
562688,0,1,1861900,0,0,313627,2198,2
562944,0,1,1867860,0,0,305783,2199,2
563200,0,1,1941387,0,0,294734,2200,2
563456,0,1,1852657,0,0,323099,2201,2
563712,0,1,1901483,0,0,308430,2202,2
563968,0,1,1816867,0,0,309701,2203,2
564224,0,1,1878891,0,0,299676,2204,2
564480,0,1,1825738,0,0,307714,2205,2
564736,0,1,1856453,0,0,293077,2206,2
564992,0,1,1829542,0,0,298199,2207,2
565248,0,1,1879911,0,0,309869,2208,2
565504,0,1,1848035,0,0,296235,2209,2
565760,0,1,1859432,0,0,304688,2210,2
566016,0,1,1860520,0,0,299936,2211,2
566272,0,1,1875057,0,0,317388,2212,2
566528,0,1,1881229,0,0,286832,2213,2
566784,0,1,1830620,0,0,314244,2214,2
567040,0,1,1866717,0,0,288335,2215,2
567296,0,1,1847562,0,0,307196,2216,2
567552,0,1,1865103,0,0,295133,2217,2
567808,0,1,1859774,0,0,314805,2218,2
568064,0,1,1876295,0,0,303129,2219,2
568320,0,1,1864301,0,0,309850,2220,2
568576,0,1,1866773,0,0,309298,2221,2
568832,0,1,1874998,0,0,298082,2222,2
569088,0,1,1877605,0,0,310914,2223,2
569344,0,1,1899143,0,0,289810,2224,2
569600,0,1,1893362,0,0,319272,2225,2
569856,0,1,1895695,0,0,294918,2226,2
570112,0,1,1842801,0,0,316475,2227,2
570368,0,1,1905217,0,0,302182,2228,2
570624,0,1,1847073,0,0,303281,2229,2
570880,0,1,1872594,0,0,296571,2230,2
571136,0,1,1861687,0,0,311129,2231,2
571392,0,1,1875451,0,0,309285,2232,2
571648,0,1,1908710,0,0,290420,2233,2
571904,0,1,1848156,0,0,313432,2234,2
572160,0,1,1894059,0,0,280813,2235,2
572416,0,1,1873131,0,0,288504,2236,2
572672,0,1,1883154,0,0,292705,2237,2
572928,0,1,1859235,0,0,278937,2238,2
573184,0,1,1877914,0,0,295447,2239,2
573440,0,1,1867766,0,0,310753,2240,2
573696,0,1,1902604,0,0,302124,2241,2
573952,0,1,1869579,0,0,306056,2242,2
574208,0,1,1879701,0,0,314727,2243,2
574464,0,1,1916722,0,0,304027,2244,2
574720,0,1,1844089,0,0,311886,2245,2
574976,0,1,1903919,0,0,304487,2246,2
575232,0,1,1853363,0,0,313957,2247,2
575488,0,1,1941625,0,0,303135,2248,2
575744,0,1,1856993,0,0,309654,2249,2
576000,0,1,1891790,0,0,307154,2250,2
576256,0,1,1871368,0,0,348583,2251,2
576512,0,1,1901060,0,0,296694,2252,2
576768,0,1,1911499,0,0,289873,2253,2
577024,0,1,1891958,0,0,315856,2254,2
577280,0,1,1908732,0,0,284030,2255,2
577536,0,1,1898171,0,0,308325,2256,2
577792,0,1,1899476,0,0,295526,2257,2
578048,0,1,1854767,0,0,306584,2258,2
578304,0,1,1902319,0,0,300972,2259,2
578560,0,2,2138210,0,0,300040,2260,2
578816,0,1,1877315,0,0,310050,2261,2
579072,0,1,1911170,0,0,290927,2262,2
579328,0,1,1886209,0,0,309269,2263,2
579584,0,1,1936941,0,0,299898,2264,2
579840,0,1,1861101,0,0,310176,2265,2
580096,0,1,1908879,0,0,302219,2266,2
580352,0,1,1872845,0,0,309364,2267,2
580608,0,1,1932888,0,0,306500,2268,2
580864,0,1,1888134,0,0,310307,2269,2
581120,0,1,1893373,0,0,313051,2270,2
581376,0,1,1940922,0,0,295904,2271,2
581632,0,1,1894563,0,0,316696,2272,2
581888,0,1,1921704,0,0,296808,2273,2
582144,0,1,1866497,0,0,309343,2274,2
582400,0,1,1920828,0,0,305939,2275,2
582656,0,1,1899703,0,0,317333,2276,2
582912,0,1,1916145,0,0,302104,2277,2
583168,0,1,1911337,0,0,311614,2278,2
583424,0,1,1905026,0,0,325982,2279,2
583680,0,1,1951244,0,0,304386,2280,2
583936,0,1,1882272,0,0,316954,2281,2
584192,0,1,1928309,0,0,298362,2282,2
584448,0,1,1877338,0,0,313749,2283,2
584704,0,1,1942343,0,0,312270,2284,2
584960,0,1,1895923,0,0,336799,2285,2
585216,0,1,1918087,0,0,312564,2286,2
585472,0,1,1921189,0,0,303626,2287,2
585728,0,1,1922785,0,0,323098,2288,2
585984,0,1,1942773,0,0,291204,2289,2
586240,0,1,1890403,0,0,313715,2290,2
586496,0,1,1934709,0,0,316087,2291,2
586752,0,1,1912424,0,0,312377,2292,2
587008,0,1,1951491,0,0,309033,2293,2
587264,0,1,1911093,0,0,321559,2294,2
587520,0,1,1912114,0,0,308824,2295,2
587776,0,1,1952870,0,0,322504,2296,2
588032,0,1,1909909,0,0,314872,2297,2
588288,0,1,1930948,0,0,295498,2298,2
588544,0,1,1890495,0,0,328772,2299,2
588800,0,1,1982440,0,0,311809,2300,2
589056,0,1,1902415,0,0,316593,2301,2
589312,0,1,1927984,0,0,315186,2302,2
589568,0,1,1932173,0,0,309760,2303,2
589824,0,1,1941294,0,0,311591,2304,2
590080,0,1,1961190,0,0,288055,2305,2
590336,0,1,1895149,0,0,306464,2306,2
590592,0,1,1939676,0,0,301752,2307,2
590848,0,1,1940782,0,0,316950,2308,2
591104,0,1,1936911,0,0,313946,2309,2
591360,0,1,1920265,0,0,314857,2310,2
591616,0,1,1930334,0,0,322307,2311,2
591872,0,1,1979127,0,0,307761,2312,2
592128,0,1,1904844,0,0,311749,2313,2
592384,0,1,1956810,0,0,308208,2314,2
592640,0,1,1929206,0,0,320629,2315,2
592896,0,1,1964903,0,0,334119,2316,2
593152,0,1,1936463,0,0,321628,2317,2
593408,0,1,1937769,0,0,305294,2318,2
593664,0,1,1955267,0,0,304143,2319,2
593920,0,1,1937562,0,0,321782,2320,2
594176,0,1,1962510,0,0,295850,2321,2
594432,0,1,1929594,0,0,323307,2322,2
594688,0,1,1953592,0,0,317043,2323,2
594944,0,1,1942448,0,0,327365,2324,2
595200,0,1,1926767,0,0,318090,2325,2
595456,0,1,1962429,0,0,307623,2326,2
595712,0,1,1927689,0,0,326582,2327,2
595968,0,1,1997307,0,0,303392,2328,2
596224,0,1,1908779,0,0,318179,2329,2
596480,0,1,1989362,0,0,310576,2330,2
596736,0,1,1925907,0,0,316807,2331,2
596992,0,1,1973435,0,0,325280,2332,2
597248,0,1,1964440,0,0,307378,2333,2
597504,0,1,1943908,0,0,320812,2334,2
597760,0,1,1966071,0,0,314047,2335,2
598016,0,1,1943784,0,0,327804,2336,2
598272,0,1,1988707,0,0,317463,2337,2
598528,0,1,1948069,0,0,341605,2338,2
598784,0,1,1953166,0,0,317646,2339,2
599040,0,2,2000217,0,0,313072,2340,2
599296,0,1,1930599,0,0,318534,2341,2
599552,0,1,1977483,0,0,301618,2342,2
599808,0,1,1922518,0,0,351529,2343,2
600064,0,2,2010673,0,0,307498,2344,2
600320,0,1,1941691,0,0,326792,2345,2
600576,0,1,1958172,0,0,323543,2346,2
600832,0,1,1986004,0,0,305539,2347,2
601088,0,1,1964425,0,0,327485,2348,2
601344,0,1,1985376,0,0,304386,2349,2
601600,0,1,1937501,0,0,327316,2350,2
601856,0,1,1974990,0,0,353863,2351,2
602112,0,1,1968905,0,0,320791,2352,2
602368,0,1,1962881,0,0,318868,2353,2
602624,0,1,1983888,0,0,300993,2354,2
602880,0,1,1936562,0,0,312911,2355,2
603136,0,2,2004170,0,0,320574,2356,2
603392,0,1,1947472,0,0,320782,2357,2
603648,0,1,1975698,0,0,313107,2358,2
603904,0,1,1979785,0,0,318619,2359,2
604160,0,1,1983026,0,0,321008,2360,2
604416,0,1,1997039,0,0,301037,2361,2
604672,0,1,1945126,0,0,355648,2362,2
604928,0,1,1995691,0,0,322167,2363,2
605184,0,1,1973565,0,0,323374,2364,2
605440,0,1,1976338,0,0,321976,2365,2
605696,0,2,2011738,0,0,308961,2366,2
605952,0,1,1968900,0,0,312958,2367,2
606208,0,2,2013347,0,0,305030,2368,2
606464,0,1,1946363,0,0,318082,2369,2
606720,0,1,1993172,0,0,318215,2370,2
606976,0,1,1961304,0,0,325587,2371,2
607232,0,2,2007231,0,0,332662,2372,2
607488,0,2,2025268,0,0,306136,2373,2
607744,0,1,1960810,0,0,319045,2374,2
608000,0,2,2000495,0,0,312927,2375,2
608256,0,1,1973677,0,0,318958,2376,2
608512,0,1,1989175,0,0,314504,2377,2
608768,0,1,1962279,0,0,328242,2378,2
609024,0,1,1987499,0,0,347164,2379,2
609280,0,2,2061771,0,0,309330,2380,2
609536,0,1,1955201,0,0,325603,2381,2
609792,0,2,2011625,0,0,321517,2382,2
610048,0,1,1961523,0,0,323258,2383,2
610304,0,2,2009526,0,0,319558,2384,2
610560,0,2,2003858,0,0,302589,2385,2
610816,0,1,1969926,0,0,326690,2386,2
611072,0,2,2043947,0,0,313118,2387,2
611328,0,1,1981043,0,0,319630,2388,2
611584,0,2,2006741,0,0,319241,2389,2
611840,0,1,1980955,0,0,326957,2390,2
612096,0,1,1999168,0,0,319887,2391,2
612352,0,2,2036645,0,0,324848,2392,2
612608,0,1,1964103,0,0,320993,2393,2
612864,0,2,2015640,0,0,341721,2394,2
613120,0,1,1969765,0,0,324750,2395,2
613376,0,2,2021689,0,0,323537,2396,2
613632,0,2,2020045,0,0,311587,2397,2
613888,0,1,1985327,0,0,318893,2398,2
614144,0,2,2029130,0,0,311279,2399,2
614400,0,1,1989315,0,0,311112,2400,2
614656,0,2,2008008,0,0,332393,2401,2
614912,0,2,2033668,0,0,320985,2402,2
615168,0,2,2003512,0,0,325268,2403,2
615424,0,2,2057911,0,0,310012,2404,2
615680,0,1,1973520,0,0,329652,2405,2
615936,0,2,2018496,0,0,323572,2406,2
616192,0,1,1981162,0,0,334928,2407,2
616448,0,2,2025634,0,0,316169,2408,2
616704,0,2,2057382,0,0,306815,2409,2
616960,0,1,1983351,0,0,320006,2410,2
617216,0,2,2029616,0,0,318853,2411,2
617472,0,2,2005183,0,0,334895,2412,2
617728,0,2,2016983,0,0,323353,2413,2
617984,0,2,2016626,0,0,319284,2414,2
618240,0,2,2002779,0,0,316768,2415,2
618496,0,2,2085752,0,0,307781,2416,2
618752,0,1,1995327,0,0,327290,2417,2
619008,0,2,2026698,0,0,321330,2418,2
619264,0,2,2045385,0,0,327330,2419,2
619520,0,2,2026601,0,0,334895,2420,2
619776,0,2,2040757,0,0,303594,2421,2
620032,0,1,1987034,0,0,323445,2422,2
620288,0,2,2046912,0,0,323699,2423,2
620544,0,2,2013504,0,0,321915,2424,2
620800,0,2,2011970,0,0,318984,2425,2
621056,0,2,2048729,0,0,312016,2426,2
621312,0,1,1999849,0,0,332060,2427,2
621568,0,2,2064457,0,0,321358,2428,2
621824,0,2,2003568,0,0,356423,2429,2
622080,0,2,2047859,0,0,316689,2430,2
622336,0,2,2049447,0,0,318032,2431,2
622592,0,2,2044057,0,0,334926,2432,2
622848,0,2,2046324,0,0,318590,2433,2
623104,0,2,2004152,0,0,329328,2434,2
623360,0,2,2042408,0,0,321565,2435,2
623616,0,2,2189125,0,0,340231,2436,2
623872,0,2,2326414,0,0,455424,2437,2
624128,0,2,2079876,0,0,330972,2438,2
624384,0,2,2021619,0,0,336463,2439,2
624640,0,2,2057828,0,0,334077,2440,2
624896,0,2,2067861,0,0,309752,2441,2
625152,0,2,2002986,0,0,330734,2442,2
625408,0,2,2050941,0,0,319704,2443,2
625664,0,2,2108226,0,0,350102,2444,2
625920,0,2,2058328,0,0,323571,2445,2
626176,0,2,2089082,0,0,346095,2446,2
626432,0,2,2034433,0,0,337892,2447,2
626688,0,2,2096710,0,0,362907,2448,2
626944,0,2,2079472,0,0,323960,2449,2
627200,0,2,2053093,0,0,375042,2450,2
627456,0,2,2107336,0,0,320543,2451,2
627712,0,2,2301929,0,0,357321,2452,2
627968,0,2,2076923,0,0,336217,2453,2
628224,0,2,2121706,0,0,317101,2454,2
628480,0,2,2098886,0,0,335112,2455,2
628736,0,2,2117645,0,0,333265,2456,2
628992,0,2,2100069,0,0,322770,2457,2
629248,0,2,2040830,0,0,329577,2458,2
629504,0,2,2118192,0,0,317202,2459,2
629760,0,2,2062853,0,0,329498,2460,2
630016,0,2,2108917,0,0,321352,2461,2
630272,0,2,2055109,0,0,338502,2462,2
630528,0,2,2076622,0,0,351724,2463,2
630784,0,2,2125128,0,0,312816,2464,2
631040,0,2,2022564,0,0,328663,2465,2
631296,0,2,2071905,0,0,331200,2466,2
631552,0,2,2051703,0,0,329837,2467,2
631808,0,2,2064592,0,0,340895,2468,2
632064,0,2,2090865,0,0,315567,2469,2
632320,0,2,2028674,0,0,325964,2470,2
632576,0,2,2098344,0,0,326630,2471,2
632832,0,2,2082541,0,0,317088,2472,2
633088,0,2,2056984,0,0,341799,2473,2
633344,0,2,2086972,0,0,316900,2474,2
633600,0,2,2042346,0,0,333430,2475,2
633856,0,2,2100417,0,0,335090,2476,2
634112,0,2,2069131,0,0,319293,2477,2
634368,0,2,2089450,0,0,323065,2478,2
634624,0,2,2101102,0,0,322441,2479,2
634880,0,2,2062933,0,0,336203,2480,2
635136,0,2,2086070,0,0,328556,2481,2
635392,0,2,2081816,0,0,321154,2482,2
635648,0,2,2054929,0,0,328159,2483,2
635904,0,2,2109415,0,0,330569,2484,2
636160,0,2,2061197,0,0,336708,2485,2
636416,0,2,2078410,0,0,324328,2486,2
636672,0,2,2082705,0,0,321260,2487,2
636928,0,2,2073331,0,0,344789,2488,2
637184,0,2,2100458,0,0,327983,2489,2
637440,0,2,2052279,0,0,333359,2490,2
637696,0,2,2088990,0,0,366394,2491,2
637952,0,2,2118145,0,0,320923,2492,2
638208,0,2,2053303,0,0,339638,2493,2
638464,0,2,2096368,0,0,332356,2494,2
638720,0,2,2068474,0,0,353611,2495,2
638976,0,2,2096193,0,0,333600,2496,2
639232,0,2,2107611,0,0,319583,2497,2
639488,0,2,2069116,0,0,334821,2498,2
639744,0,2,2489721,0,0,340255,2499,2
640000,0,2,2363597,0,0,354292,2500,2
640256,0,2,2074241,0,0,332889,2501,2
640512,0,2,2097837,0,0,339790,2502,2
640768,0,2,2066732,0,0,346391,2503,2
641024,0,2,2096890,0,0,336125,2504,2
641280,0,2,2143116,0,0,326105,2505,2
641536,0,2,2061594,0,0,337425,2506,2
641792,0,2,2101639,0,0,331509,2507,2
642048,0,2,2127442,0,0,335398,2508,2
642304,0,2,2073440,0,0,332257,2509,2
642560,0,2,2123654,0,0,332266,2510,2
642816,0,2,2071184,0,0,341456,2511,2
643072,0,2,2147854,0,0,332497,2512,2
643328,0,2,2109539,0,0,321979,2513,2
643584,0,2,2077001,0,0,332507,2514,2
643840,0,2,2118383,0,0,332922,2515,2
644096,0,2,2098556,0,0,340963,2516,2
644352,0,2,2086552,0,0,336586,2517,2
644608,0,2,2130743,0,0,349731,2518,2
644864,0,2,2061768,0,0,334621,2519,2
645120,0,2,2136798,0,0,332810,2520,2
645376,0,2,2101651,0,0,326816,2521,2
645632,0,2,2091001,0,0,333403,2522,2
645888,0,2,2127075,0,0,330749,2523,2
646144,0,2,2084651,0,0,339498,2524,2
646400,0,2,2136707,0,0,342874,2525,2
646656,0,2,2125666,0,0,330056,2526,2
646912,0,2,2075014,0,0,341435,2527,2
647168,0,2,2153415,0,0,345024,2528,2
647424,0,2,2082021,0,0,332379,2529,2
647680,0,2,2094838,0,0,340761,2530,2
647936,0,2,2133953,0,0,320788,2531,2
648192,0,2,2121929,0,0,344212,2532,2
648448,0,2,2167612,0,0,347955,2533,2
648704,0,2,2140761,0,0,329709,2534,2
648960,0,2,2095306,0,0,330476,2535,2
649216,0,2,2163950,0,0,334245,2536,2
649472,0,2,2087024,0,0,324973,2537,2
649728,0,2,2119953,0,0,339243,2538,2
649984,0,2,2150814,0,0,322805,2539,2
650240,0,2,2111667,0,0,350595,2540,2
650496,0,2,2140021,0,0,336650,2541,2
650752,0,2,2102142,0,0,343989,2542,2
651008,0,2,2109360,0,0,342215,2543,2
651264,0,2,2165746,0,0,322127,2544,2
651520,0,2,2113363,0,0,379020,2545,2
651776,0,2,2140408,0,0,340018,2546,2
652032,0,2,2138438,0,0,331727,2547,2
652288,0,2,2129853,0,0,339614,2548,2
652544,0,2,2153843,0,0,332599,2549,2
652800,0,2,2102694,0,0,339545,2550,2
653056,0,2,2123793,0,0,330380,2551,2
653312,0,2,2212588,0,0,341207,2552,2
653568,0,2,2101286,0,0,337058,2553,2
653824,0,2,2138483,0,0,333584,2554,2
654080,0,2,2130323,0,0,329873,2555,2
654336,0,2,2127630,0,0,335654,2556,2
654592,0,2,2167022,0,0,331760,2557,2
654848,0,2,2111193,0,0,345806,2558,2
655104,0,2,2138163,0,0,343858,2559,2
655360,0,2,2179943,0,0,329223,2560,2
655616,0,2,2116128,0,0,354726,2561,2
655872,0,2,2156958,0,0,338235,2562,2
656128,0,2,2136442,0,0,336881,2563,2
656384,0,2,2148848,0,0,349786,2564,2
656640,0,2,2173371,0,0,355516,2565,2
656896,0,2,2127971,0,0,371374,2566,2
657152,0,2,2139268,0,0,332247,2567,2
657408,0,2,2194390,0,0,333326,2568,2
657664,0,2,2108118,0,0,348569,2569,2
657920,0,2,2152572,0,0,342071,2570,2
658176,0,2,2143709,0,0,332639,2571,2
658432,0,2,2172066,0,0,342256,2572,2
658688,0,2,2169176,0,0,334547,2573,2
658944,0,2,2115509,0,0,343726,2574,2
659200,0,2,2132587,0,0,325866,2575,2
659456,0,2,2195924,0,0,328550,2576,2
659712,0,2,2121070,0,0,339746,2577,2
659968,0,2,2157282,0,0,343759,2578,2
660224,0,2,2167965,0,0,331796,2579,2
660480,0,2,2155382,0,0,350685,2580,2
660736,0,2,2180028,0,0,338706,2581,2
660992,0,2,2123874,0,0,341926,2582,2
661248,0,2,2141218,0,0,341570,2583,2
661504,0,2,2199588,0,0,330090,2584,2
661760,0,2,2152067,0,0,349621,2585,2
662016,0,2,2159332,0,0,345464,2586,2
662272,0,2,2166228,0,0,324833,2587,2
662528,0,2,2155010,0,0,343602,2588,2
662784,0,2,2197137,0,0,357071,2589,2
