size of int array, time for copying into enclave (TE-seconds),TE-ms,TE-ns,time for copying to other untrusted memory region(TO-s),TO-ms,TO-ns,kb,mb
190208,0,0,597641,0,0,53478,743,0
190464,0,0,602600,0,0,57874,744,0
190720,0,0,600634,0,0,53947,745,0
190976,0,0,616794,0,0,53739,746,0
191232,0,0,597763,0,0,54166,747,0
191488,0,0,613469,0,0,57426,748,0
191744,0,0,599563,0,0,54632,749,0
192000,0,0,606716,0,0,55285,750,0
192256,0,0,600991,0,0,55363,751,0
192512,0,0,614339,0,0,56996,752,0
192768,0,0,602439,0,0,54279,753,0
193024,0,0,610596,0,0,54770,754,0
193280,0,0,603744,0,0,54769,755,0
193536,0,0,613789,0,0,57041,756,0
193792,0,0,607802,0,0,54467,757,0
194048,0,0,605922,0,0,55472,758,0
194304,0,0,610638,0,0,55104,759,0
194560,0,0,627094,0,0,57574,760,0
194816,0,0,608413,0,0,55198,761,0
195072,0,0,608973,0,0,55383,762,0
195328,0,0,608694,0,0,55330,763,0
195584,0,0,623887,0,0,58095,764,0
195840,0,0,611105,0,0,54591,765,0
196096,0,0,621933,0,0,55012,766,0
196352,0,0,619438,0,0,56482,767,0
196608,0,0,625258,0,0,59173,768,0
196864,0,0,615238,0,0,55833,769,0
197120,0,0,616607,0,0,55907,770,0
197376,0,0,635892,0,0,55498,771,0
197632,0,0,637271,0,0,57916,772,0
197888,0,0,616842,0,0,55319,773,0
198144,0,0,621155,0,0,55195,774,0
198400,0,0,618816,0,0,56692,775,0
198656,0,0,635849,0,0,58736,776,0
198912,0,0,624802,0,0,56302,777,0
199168,0,0,631408,0,0,55767,778,0
199424,0,0,624818,0,0,56554,779,0
199680,0,0,630096,0,0,58450,780,0
199936,0,0,627370,0,0,56320,781,0
200192,0,0,623432,0,0,56321,782,0
200448,0,0,629398,0,0,56942,783,0
200704,0,0,643793,0,0,59128,784,0
200960,0,0,629789,0,0,57506,785,0
201216,0,0,632856,0,0,57212,786,0
201472,0,0,630059,0,0,57287,787,0
201728,0,0,639512,0,0,60024,788,0
201984,0,0,635432,0,0,56856,789,0
202240,0,0,633323,0,0,57358,790,0
202496,0,0,630794,0,0,56779,791,0
202752,0,0,648665,0,0,59004,792,0
203008,0,0,636324,0,0,57531,793,0
203264,0,0,636504,0,0,57102,794,0
203520,0,0,661937,0,0,57303,795,0
203776,0,0,648060,0,0,59755,796,0
204032,0,0,635566,0,0,57872,797,0
204288,0,0,640046,0,0,57299,798,0
204544,0,0,643412,0,0,58121,799,0
204800,0,0,651121,0,0,62518,800,0
205056,0,0,650304,0,0,57763,801,0
205312,0,0,642398,0,0,59662,802,0
205568,0,0,643342,0,0,58441,803,0
205824,0,0,651377,0,0,61384,804,0
206080,0,0,643629,0,0,58448,805,0
206336,0,0,648101,0,0,63280,806,0
206592,0,0,649971,0,0,58792,807,0
206848,0,0,655247,0,0,61636,808,0
207104,0,0,650452,0,0,58492,809,0
207360,0,0,651438,0,0,58029,810,0
207616,0,0,647708,0,0,58869,811,0
207872,0,0,667168,0,0,61296,812,0
208128,0,0,650699,0,0,60031,813,0
208384,0,0,647635,0,0,59340,814,0
208640,0,0,651935,0,0,58881,815,0
208896,0,0,662705,0,0,61776,816,0
209152,0,0,653322,0,0,59811,817,0
209408,0,0,691902,0,0,59279,818,0
209664,0,0,657258,0,0,59521,819,0
209920,0,0,669126,0,0,61676,820,0
210176,0,0,660631,0,0,60156,821,0
210432,0,0,662693,0,0,62112,822,0
210688,0,0,667448,0,0,61141,823,0
210944,0,0,669562,0,0,62464,824,0
211200,0,0,661849,0,0,59981,825,0
211456,0,0,660792,0,0,60520,826,0
211712,0,0,663020,0,0,60158,827,0
211968,0,0,670844,0,0,62553,828,0
212224,0,0,672885,0,0,60725,829,0
212480,0,0,664878,0,0,60368,830,0
212736,0,0,663025,0,0,60909,831,0
212992,0,0,678996,0,0,62490,832,0
213248,0,0,660906,0,0,60350,833,0
213504,0,0,679232,0,0,60859,834,0
213760,0,0,669596,0,0,60138,835,0
214016,0,0,682743,0,0,63399,836,0
214272,0,0,672058,0,0,60405,837,0
214528,0,0,670870,0,0,61098,838,0
214784,0,0,672461,0,0,65576,839,0
215040,0,0,681440,0,0,63716,840,0
215296,0,0,693553,0,0,60964,841,0
215552,0,0,671076,0,0,61588,842,0
215808,0,0,672518,0,0,61088,843,0
216064,0,0,685023,0,0,64656,844,0
216320,0,0,683698,0,0,62362,845,0
216576,0,0,677728,0,0,61387,846,0
216832,0,0,676106,0,0,62291,847,0
217088,0,0,689268,0,0,64625,848,0
217344,0,0,682330,0,0,61605,849,0
217600,0,0,684957,0,0,62233,850,0
217856,0,0,678043,0,0,61729,851,0
218112,0,0,688167,0,0,66072,852,0
218368,0,0,682277,0,0,61968,853,0
218624,0,0,682850,0,0,62538,854,0
218880,0,0,686468,0,0,66173,855,0
219136,0,0,692920,0,0,64735,856,0
219392,0,0,686151,0,0,63061,857,0
219648,0,0,683948,0,0,62824,858,0
219904,0,0,687625,0,0,62594,859,0
220160,0,0,700859,0,0,65152,860,0
220416,0,0,700648,0,0,63216,861,0
220672,0,0,686633,0,0,63081,862,0
220928,0,0,708163,0,0,63845,863,0
221184,0,0,702793,0,0,65687,864,0
221440,0,0,689773,0,0,62055,865,0
221696,0,0,701371,0,0,63197,866,0
221952,0,0,695196,0,0,62867,867,0
222208,0,0,706679,0,0,66566,868,0
222464,0,0,695906,0,0,64375,869,0
222720,0,0,697432,0,0,64631,870,0
222976,0,0,708334,0,0,63536,871,0
223232,0,0,708516,0,0,66540,872,0
223488,0,0,696677,0,0,63363,873,0
223744,0,0,701704,0,0,64058,874,0
224000,0,0,709435,0,0,67069,875,0
224256,0,0,721157,0,0,67947,876,0
224512,0,0,704042,0,0,64979,877,0
224768,0,0,703279,0,0,64049,878,0
225024,0,0,702543,0,0,64694,879,0
225280,0,0,716469,0,0,66591,880,0
225536,0,0,702762,0,0,69299,881,0
225792,0,0,704431,0,0,65055,882,0
226048,0,0,703966,0,0,64539,883,0
226304,0,0,748279,0,0,67430,884,0
226560,0,0,710269,0,0,64238,885,0
226816,0,0,710451,0,0,64844,886,0
227072,0,0,718113,0,0,64350,887,0
227328,0,0,723635,0,0,68064,888,0
227584,0,0,709111,0,0,65996,889,0
227840,0,0,709300,0,0,64640,890,0
228096,0,0,710401,0,0,66410,891,0
228352,0,0,731085,0,0,68370,892,0
228608,0,0,713145,0,0,66142,893,0
228864,0,0,716974,0,0,64946,894,0
229120,0,0,716198,0,0,65404,895,0
229376,0,0,727303,0,0,68366,896,0
229632,0,0,731182,0,0,65882,897,0
229888,0,0,719904,0,0,66090,898,0
230144,0,0,717795,0,0,65326,899,0
230400,0,0,728665,0,0,68478,900,0
230656,0,0,719615,0,0,65842,901,0
230912,0,0,732543,0,0,65927,902,0
231168,0,0,721517,0,0,65154,903,0
231424,0,0,732454,0,0,69456,904,0
231680,0,0,748113,0,0,66611,905,0
231936,0,0,726591,0,0,66161,906,0
232192,0,0,734178,0,0,66707,907,0
232448,0,0,740618,0,0,72331,908,0
232704,0,0,726154,0,0,71940,909,0
232960,0,0,734595,0,0,69932,910,0
233216,0,0,731736,0,0,67898,911,0
233472,0,0,758495,0,0,72469,912,0
233728,0,0,733820,0,0,67497,913,0
233984,0,0,732668,0,0,66720,914,0
234240,0,0,733962,0,0,68400,915,0
234496,0,0,939933,0,0,79179,916,0
234752,0,0,737908,0,0,70455,917,0
235008,0,0,732519,0,0,67908,918,0
235264,0,0,732216,0,0,68219,919,0
235520,0,0,749476,0,0,71353,920,0
235776,0,0,747912,0,0,68517,921,0
236032,0,0,738790,0,0,68168,922,0
236288,0,0,740421,0,0,68460,923,0
236544,0,0,753048,0,0,72417,924,0
236800,0,0,743214,0,0,68311,925,0
237056,0,0,767116,0,0,69078,926,0
237312,0,0,739674,0,0,69099,927,0
237568,0,0,753167,0,0,72210,928,0
237824,0,0,742609,0,0,68090,929,0
238080,0,0,744879,0,0,69069,930,0
238336,0,0,754256,0,0,68218,931,0
238592,0,0,756170,0,0,71713,932,0
238848,0,0,748378,0,0,68319,933,0
239104,0,0,747558,0,0,69110,934,0
239360,0,0,744814,0,0,68495,935,0
239616,0,0,770978,0,0,72251,936,0
239872,0,0,750438,0,0,69428,937,0
240128,0,0,747344,0,0,70323,938,0
240384,0,0,750831,0,0,68946,939,0
240640,0,0,765379,0,0,72205,940,0
240896,0,0,760933,0,0,70118,941,0
241152,0,0,749823,0,0,68982,942,0
241408,0,0,755924,0,0,69727,943,0
241664,0,0,768889,0,0,73016,944,0
241920,0,0,756907,0,0,77226,945,0
242176,0,0,778742,0,0,69747,946,0
242432,0,0,752297,0,0,69813,947,0
242688,0,0,767351,0,0,73565,948,0
242944,0,0,763635,0,0,70407,949,0
243200,0,0,774526,0,0,74407,950,0
243456,0,0,764526,0,0,72961,951,0
243712,0,0,778188,0,0,75751,952,0
243968,0,0,764642,0,0,71482,953,0
244224,0,0,766652,0,0,70513,954,0
244480,0,0,774336,0,0,71445,955,0
244736,0,0,779140,0,0,75170,956,0
244992,0,0,764508,0,0,71856,957,0
245248,0,0,768706,0,0,71703,958,0
245504,0,0,766476,0,0,72446,959,0
245760,0,0,786318,0,0,77305,960,0
246016,0,0,770105,0,0,71851,961,0
246272,0,0,774578,0,0,72279,962,0
246528,0,0,773454,0,0,72558,963,0
246784,0,0,794251,0,0,75449,964,0
247040,0,0,799164,0,0,73509,965,0
247296,0,0,775191,0,0,72495,966,0
247552,0,0,775925,0,0,72348,967,0
247808,0,0,786750,0,0,75473,968,0
248064,0,0,785679,0,0,73232,969,0
248320,0,0,777182,0,0,72310,970,0
248576,0,0,776834,0,0,72041,971,0
248832,0,0,800652,0,0,96472,972,0
249088,0,0,843610,0,0,199419,973,0
249344,0,0,807220,0,0,105116,974,0
249600,0,0,841085,0,0,124936,975,0
249856,0,0,890700,0,0,752462,976,0
250112,0,0,946201,0,0,121093,977,0
250368,0,0,817872,0,0,97066,978,0
250624,0,0,791385,0,0,77403,979,0
250880,0,0,805602,0,0,81114,980,0
251136,0,0,798450,0,0,76334,981,0
251392,0,0,788511,0,0,74951,982,0
251648,0,0,836044,0,0,83878,983,0
251904,0,0,810618,0,0,86026,984,0
252160,0,0,824918,0,0,76692,985,0
252416,0,0,797329,0,0,75410,986,0
252672,0,0,818737,0,0,74104,987,0
252928,0,0,801187,0,0,79007,988,0
253184,0,0,817902,0,0,75108,989,0
253440,0,0,802797,0,0,102104,990,0
253696,0,0,796269,0,0,75706,991,0
253952,0,0,832442,0,0,79357,992,0
254208,0,0,795935,0,0,75221,993,0
254464,0,0,835096,0,0,74984,994,0
254720,0,0,796085,0,0,75617,995,0
254976,0,0,834524,0,0,79616,996,0
255232,0,0,800263,0,0,75182,997,0
255488,0,0,819713,0,0,75080,998,0
255744,0,0,805653,0,0,76029,999,0
256000,0,0,828055,0,0,80076,1000,0
256256,0,0,853494,0,0,79584,1001,0
256512,0,0,801453,0,0,76759,1002,0
256768,0,0,819146,0,0,102915,1003,0
257024,0,0,816640,0,0,80695,1004,0
257280,0,0,838691,0,0,77606,1005,0
257536,0,0,805868,0,0,76972,1006,0
257792,0,0,828137,0,0,76915,1007,0
258048,0,0,827499,0,0,80795,1008,0
258304,0,0,833842,0,0,76770,1009,0
258560,0,0,804857,0,0,78794,1010,0
258816,0,0,834356,0,0,76823,1011,0
259072,0,0,830309,0,0,81550,1012,0
259328,0,0,825270,0,0,77976,1013,0
259584,0,0,835776,0,0,78219,1014,0
259840,0,0,815676,0,0,78110,1015,0
260096,0,0,861721,0,0,83172,1016,0
260352,0,0,815866,0,0,78300,1017,0
260608,0,0,831090,0,0,79154,1018,0
260864,0,0,856260,0,0,76999,1019,0
261120,0,0,834148,0,0,82512,1020,0
261376,0,0,828928,0,0,80219,1021,0
261632,0,0,840625,0,0,79204,1022,0
261888,0,0,815106,0,0,105864,1023,0
262144,0,0,831340,0,0,82262,1024,1
262400,0,0,859844,0,0,78525,1025,1
262656,0,0,819820,0,0,78973,1026,1
262912,0,0,838563,0,0,81246,1027,1
263168,0,0,836373,0,0,83798,1028,1
263424,0,0,854602,0,0,79523,1029,1
263680,0,0,826588,0,0,79061,1030,1
263936,0,0,849732,0,0,79636,1031,1
264192,0,0,865881,0,0,81402,1032,1
264448,0,0,828401,0,0,77939,1033,1
264704,0,0,864816,0,0,80167,1034,1
264960,0,0,829624,0,0,79681,1035,1
265216,0,0,862496,0,0,83839,1036,1
265472,0,0,849497,0,0,79714,1037,1
265728,0,0,844548,0,0,79773,1038,1
265984,0,0,830633,0,0,80800,1039,1
266240,0,0,852475,0,0,84846,1040,1
266496,0,0,836111,0,0,80183,1041,1
266752,0,0,855821,0,0,84349,1042,1
267008,0,0,841301,0,0,84176,1043,1
267264,0,0,856796,0,0,86781,1044,1
267520,0,0,837296,0,0,80576,1045,1
267776,0,0,836890,0,0,81340,1046,1
268032,0,0,851712,0,0,81666,1047,1
268288,0,0,855449,0,0,84704,1048,1
268544,0,0,845851,0,0,82424,1049,1
268800,0,0,840498,0,0,81911,1050,1
269056,0,0,856522,0,0,80936,1051,1
269312,0,0,854107,0,0,85692,1052,1
269568,0,0,841956,0,0,81551,1053,1
269824,0,0,842290,0,0,81371,1054,1
270080,0,0,876837,0,0,81600,1055,1
270336,0,0,853156,0,0,86396,1056,1
270592,0,0,846983,0,0,81919,1057,1
270848,0,0,858958,0,0,93960,1058,1
271104,0,0,874431,0,0,96916,1059,1
271360,0,0,879786,0,0,96108,1060,1
271616,0,0,850757,0,0,88012,1061,1
271872,0,0,849388,0,0,83801,1062,1
272128,0,0,851252,0,0,90457,1063,1
272384,0,0,874468,0,0,89797,1064,1
272640,0,0,852402,0,0,85686,1065,1
272896,0,0,855615,0,0,83822,1066,1
273152,0,0,857352,0,0,83731,1067,1
273408,0,0,887131,0,0,94600,1068,1
273664,0,0,859801,0,0,85473,1069,1
273920,0,0,861933,0,0,85745,1070,1
274176,0,0,862636,0,0,83621,1071,1
274432,0,0,892900,0,0,116062,1072,1
274688,0,0,860517,0,0,86894,1073,1
274944,0,0,862476,0,0,85025,1074,1
275200,0,0,860356,0,0,85317,1075,1
275456,0,0,899055,0,0,96430,1076,1
275712,0,0,868054,0,0,87901,1077,1
275968,0,0,863206,0,0,87998,1078,1
276224,0,0,863932,0,0,85503,1079,1
276480,0,0,897893,0,0,89461,1080,1
276736,0,0,867550,0,0,86027,1081,1
276992,0,0,866028,0,0,86392,1082,1
277248,0,0,872552,0,0,85555,1083,1
277504,0,0,903966,0,0,92173,1084,1
277760,0,0,875074,0,0,92183,1085,1
278016,0,0,875951,0,0,90149,1086,1
278272,0,0,868525,0,0,89622,1087,1
278528,0,0,895964,0,0,94670,1088,1
278784,0,0,872407,0,0,90887,1089,1
279040,0,0,891795,0,0,89008,1090,1
279296,0,0,874856,0,0,92618,1091,1
279552,0,0,902914,0,0,91688,1092,1
279808,0,0,877658,0,0,93713,1093,1
280064,0,0,878241,0,0,88906,1094,1
280320,0,0,879245,0,0,93148,1095,1
280576,0,0,902550,0,0,100001,1096,1
280832,0,0,883609,0,0,94898,1097,1
281088,0,0,878874,0,0,90873,1098,1
281344,0,0,881319,0,0,94097,1099,1
281600,0,0,897786,0,0,100896,1100,1
281856,0,0,887903,0,0,93325,1101,1
282112,0,0,886193,0,0,92223,1102,1
282368,0,0,894891,0,0,92602,1103,1
282624,0,0,901832,0,0,96465,1104,1
282880,0,0,908158,0,0,93858,1105,1
283136,0,0,889328,0,0,117869,1106,1
283392,0,0,887477,0,0,91335,1107,1
283648,0,1,1109207,0,0,107298,1108,1
283904,0,0,887939,0,0,94980,1109,1
284160,0,0,890733,0,0,91677,1110,1
284416,0,0,894539,0,0,90966,1111,1
284672,0,0,919397,0,0,93270,1112,1
284928,0,0,893934,0,0,91616,1113,1
285184,0,0,896026,0,0,92834,1114,1
285440,0,0,896847,0,0,90254,1115,1
285696,0,0,921416,0,0,94531,1116,1
285952,0,0,899655,0,0,91910,1117,1
286208,0,0,896558,0,0,93499,1118,1
286464,0,0,895224,0,0,92168,1119,1
286720,0,0,923468,0,0,95163,1120,1
286976,0,0,898212,0,0,92088,1121,1
287232,0,0,899611,0,0,91887,1122,1
287488,0,0,918439,0,0,91069,1123,1
287744,0,0,924764,0,0,97209,1124,1
288000,0,0,894396,0,0,93249,1125,1
288256,0,0,908328,0,0,94969,1126,1
288512,0,0,903152,0,0,92826,1127,1
288768,0,0,931667,0,0,95987,1128,1
289024,0,0,900471,0,0,92427,1129,1
289280,0,0,902389,0,0,92221,1130,1
289536,0,0,907923,0,0,92959,1131,1
289792,0,0,939801,0,0,97956,1132,1
290048,0,0,909439,0,0,93987,1133,1
290304,0,0,912106,0,0,94060,1134,1
290560,0,0,911747,0,0,93839,1135,1
290816,0,0,941209,0,0,98894,1136,1
291072,0,0,908759,0,0,95043,1137,1
291328,0,0,911617,0,0,93575,1138,1
291584,0,0,938438,0,0,93065,1139,1
291840,0,0,940889,0,0,98698,1140,1
292096,0,0,914264,0,0,95896,1141,1
292352,0,0,913771,0,0,94959,1142,1
292608,0,0,918257,0,0,93862,1143,1
292864,0,0,942186,0,0,100691,1144,1
293120,0,0,916612,0,0,95828,1145,1
293376,0,0,922122,0,0,95476,1146,1
293632,0,0,918024,0,0,94843,1147,1
293888,0,0,946517,0,0,99239,1148,1
294144,0,0,929402,0,0,94338,1149,1
294400,0,0,925991,0,0,96045,1150,1
294656,0,0,921447,0,0,95843,1151,1
294912,0,0,948758,0,0,101340,1152,1
295168,0,0,926556,0,0,96726,1153,1
295424,0,0,922669,0,0,96904,1154,1
295680,0,0,951545,0,0,96327,1155,1
295936,0,0,954183,0,0,102426,1156,1
296192,0,0,932980,0,0,97230,1157,1
296448,0,0,932920,0,0,97964,1158,1
296704,0,0,953384,0,0,102078,1159,1
296960,0,0,952355,0,0,112408,1160,1
297216,0,0,937155,0,0,99832,1161,1
297472,0,0,934916,0,0,99068,1162,1
297728,0,0,949435,0,0,97786,1163,1
297984,0,0,950461,0,0,103327,1164,1
298240,0,0,932799,0,0,97606,1165,1
298496,0,0,937112,0,0,97369,1166,1
298752,0,0,949834,0,0,97154,1167,1
299008,0,0,953860,0,0,103363,1168,1
299264,0,0,943375,0,0,98523,1169,1
299520,0,0,937724,0,0,98567,1170,1
299776,0,0,976815,0,0,98578,1171,1
300032,0,0,949607,0,0,103123,1172,1
300288,0,0,946732,0,0,97961,1173,1
300544,0,0,937431,0,0,98467,1174,1
300800,0,0,954275,0,0,100434,1175,1
301056,0,0,962194,0,0,103337,1176,1
301312,0,0,950052,0,0,99474,1177,1
301568,0,0,957902,0,0,97879,1178,1
301824,0,0,948113,0,0,99491,1179,1
302080,0,0,962289,0,0,105688,1180,1
302336,0,0,946824,0,0,99338,1181,1
302592,0,0,966208,0,0,100683,1182,1
302848,0,0,946245,0,0,100842,1183,1
303104,0,0,967406,0,0,105406,1184,1
303360,0,0,952681,0,0,101207,1185,1
303616,0,0,965557,0,0,100500,1186,1
303872,0,0,968133,0,0,99803,1187,1
304128,0,0,967067,0,0,105960,1188,1
304384,0,0,960921,0,0,101847,1189,1
304640,0,0,971229,0,0,102280,1190,1
304896,0,0,955665,0,0,100784,1191,1
305152,0,0,975205,0,0,107457,1192,1
305408,0,0,968187,0,0,101642,1193,1
305664,0,0,959325,0,0,103739,1194,1
305920,0,0,963635,0,0,103823,1195,1
306176,0,0,979809,0,0,105954,1196,1
306432,0,0,975910,0,0,104153,1197,1
306688,0,0,958858,0,0,100166,1198,1
306944,0,0,957166,0,0,102384,1199,1
307200,0,0,979794,0,0,107072,1200,1
307456,0,0,980933,0,0,103322,1201,1
307712,0,0,991239,0,0,102629,1202,1
307968,0,0,971572,0,0,103683,1203,1
308224,0,0,996832,0,0,105786,1204,1
308480,0,0,971138,0,0,103779,1205,1
308736,0,0,972078,0,0,102457,1206,1
308992,0,0,975902,0,0,102951,1207,1
309248,0,1,1005428,0,0,108019,1208,1
309504,0,0,973264,0,0,102776,1209,1
309760,0,0,968353,0,0,101741,1210,1
310016,0,0,977633,0,0,103217,1211,1
310272,0,1,1005670,0,0,109985,1212,1
310528,0,0,973106,0,0,103715,1213,1
310784,0,0,975139,0,0,105117,1214,1
311040,0,0,989078,0,0,103604,1215,1
311296,0,0,990694,0,0,109213,1216,1
311552,0,0,982382,0,0,128597,1217,1
311808,0,0,984235,0,0,104377,1218,1
312064,0,0,988916,0,0,106017,1219,1
312320,0,0,994849,0,0,111598,1220,1
312576,0,0,977511,0,0,103419,1221,1
312832,0,0,989993,0,0,103729,1222,1
313088,0,0,991761,0,0,105023,1223,1
313344,0,1,1003947,0,0,110260,1224,1
313600,0,0,984723,0,0,105218,1225,1
313856,0,1,1000055,0,0,106526,1226,1
314112,0,0,981826,0,0,105467,1227,1
314368,0,1,1003003,0,0,112102,1228,1
314624,0,0,990089,0,0,106732,1229,1
314880,0,1,1006989,0,0,108153,1230,1
315136,0,0,986751,0,0,105098,1231,1
315392,0,1,1010877,0,0,112525,1232,1
315648,0,1,1025828,0,0,105804,1233,1
315904,0,0,994970,0,0,107506,1234,1
316160,0,1,1000871,0,0,107610,1235,1
316416,0,1,1014708,0,0,112225,1236,1
316672,0,1,1005176,0,0,107589,1237,1
316928,0,0,993432,0,0,106739,1238,1
317184,0,0,995195,0,0,108396,1239,1
317440,0,1,1017709,0,0,112504,1240,1
317696,0,1,1009998,0,0,109226,1241,1
317952,0,1,1000740,0,0,107961,1242,1
318208,0,1,1002783,0,0,107542,1243,1
318464,0,1,1030655,0,0,112009,1244,1
318720,0,0,996410,0,0,108306,1245,1
318976,0,1,1000834,0,0,110114,1246,1
319232,0,1,1025403,0,0,108190,1247,1
319488,0,1,1035349,0,0,115215,1248,1
319744,0,1,1006773,0,0,109651,1249,1
320000,0,1,1005633,0,0,110278,1250,1
320256,0,1,1034824,0,0,116695,1251,1
320512,0,1,1027879,0,0,126585,1252,1
320768,0,1,1011661,0,0,112232,1253,1
321024,0,1,1007042,0,0,110952,1254,1
321280,0,1,1019663,0,0,111450,1255,1
321536,0,1,1033174,0,0,113871,1256,1
321792,0,1,1018865,0,0,109354,1257,1
322048,0,1,1026568,0,0,111005,1258,1
322304,0,1,1016176,0,0,111438,1259,1
322560,0,1,1032357,0,0,115984,1260,1
322816,0,1,1018898,0,0,110964,1261,1
323072,0,1,1047475,0,0,112031,1262,1
323328,0,1,1015037,0,0,108517,1263,1
323584,0,1,1033425,0,0,115067,1264,1
323840,0,1,1034571,0,0,110768,1265,1
324096,0,1,1016875,0,0,113351,1266,1
324352,0,1,1017915,0,0,111528,1267,1
324608,0,1,1039096,0,0,116244,1268,1
324864,0,1,1036944,0,0,115115,1269,1
325120,0,1,1020985,0,0,112386,1270,1
325376,0,1,1026519,0,0,111510,1271,1
325632,0,1,1059139,0,0,118085,1272,1
325888,0,1,1020590,0,0,113716,1273,1
326144,0,1,1025621,0,0,112323,1274,1
326400,0,1,1028236,0,0,111969,1275,1
326656,0,1,1082044,0,0,120249,1276,1
326912,0,1,1027207,0,0,112858,1277,1
327168,0,1,1036011,0,0,114871,1278,1
327424,0,1,1040571,0,0,114237,1279,1
327680,0,1,1048670,0,0,120244,1280,1
327936,0,1,1033781,0,0,112791,1281,1
328192,0,1,1038197,0,0,121078,1282,1
328448,0,1,1030386,0,0,114113,1283,1
328704,0,1,1055497,0,0,119189,1284,1
328960,0,1,1036936,0,0,113677,1285,1
329216,0,1,1062339,0,0,127816,1286,1
329472,0,1,1041934,0,0,120718,1287,1
329728,0,1,1062007,0,0,125113,1288,1
329984,0,1,1052814,0,0,116304,1289,1
330240,0,1,1041148,0,0,115917,1290,1
330496,0,1,1060929,0,0,115544,1291,1
330752,0,1,1059098,0,0,119792,1292,1
331008,0,1,1054116,0,0,117698,1293,1
331264,0,1,1052965,0,0,125358,1294,1
331520,0,1,1051543,0,0,125619,1295,1
331776,0,1,1086733,0,0,123946,1296,1
332032,0,1,1045013,0,0,116905,1297,1
332288,0,1,1044968,0,0,117982,1298,1
332544,0,1,1046268,0,0,123469,1299,1
332800,0,1,1274538,0,0,146998,1300,1
333056,0,1,1049871,0,0,123914,1301,1
333312,0,1,1053698,0,0,119181,1302,1
333568,0,1,1061223,0,0,119092,1303,1
333824,0,1,1069303,0,0,150288,1304,1
334080,0,1,1051187,0,0,119080,1305,1
334336,0,1,1069579,0,0,117978,1306,1
334592,0,1,1051598,0,0,117626,1307,1
334848,0,1,1071255,0,0,124411,1308,1
335104,0,1,1070539,0,0,118709,1309,1
335360,0,1,1056870,0,0,118568,1310,1
335616,0,1,1059103,0,0,119008,1311,1
335872,0,1,1074850,0,0,124996,1312,1
336128,0,1,1108680,0,0,133791,1313,1
336384,0,1,1075064,0,0,136837,1314,1
336640,0,1,1065304,0,0,122455,1315,1
336896,0,1,1107475,0,0,132008,1316,1
337152,0,1,1059893,0,0,124098,1317,1
337408,0,1,1090635,0,0,125225,1318,1
337664,0,1,1081111,0,0,121384,1319,1
337920,0,1,1085111,0,0,130761,1320,1
338176,0,1,1067456,0,0,120334,1321,1
338432,0,1,1064663,0,0,122363,1322,1
338688,0,1,1086811,0,0,125032,1323,1
338944,0,1,1086845,0,0,128340,1324,1
339200,0,1,1071026,0,0,121375,1325,1
339456,0,1,1085197,0,0,123094,1326,1
339712,0,1,1069698,0,0,123465,1327,1
339968,0,1,1093395,0,0,128017,1328,1
340224,0,1,1092325,0,0,123566,1329,1
340480,0,1,1072680,0,0,124393,1330,1
340736,0,1,1071465,0,0,123567,1331,1
340992,0,1,1129297,0,0,127191,1332,1
341248,0,1,1078354,0,0,125325,1333,1
341504,0,1,1096242,0,0,145450,1334,1
341760,0,1,1098454,0,0,133491,1335,1
342016,0,1,1122798,0,0,153196,1336,1
342272,0,1,1094372,0,0,142142,1337,1
342528,0,1,1090567,0,0,133029,1338,1
342784,0,1,1094079,0,0,128671,1339,1
343040,0,1,1100735,0,0,136839,1340,1
343296,0,1,1086680,0,0,126811,1341,1
343552,0,1,1102536,0,0,125774,1342,1
343808,0,1,1083641,0,0,126123,1343,1
344064,0,1,1104412,0,0,132528,1344,1
344320,0,1,1123903,0,0,124447,1345,1
344576,0,1,1089911,0,0,128738,1346,1
344832,0,1,1090631,0,0,126853,1347,1
345088,0,1,1112773,0,0,133386,1348,1
345344,0,1,1102548,0,0,127158,1349,1
345600,0,1,1096903,0,0,127264,1350,1
345856,0,1,1092580,0,0,127530,1351,1
346112,0,1,1127861,0,0,133518,1352,1
346368,0,1,1093099,0,0,127652,1353,1
346624,0,1,1101491,0,0,128599,1354,1
346880,0,1,1113120,0,0,128256,1355,1
347136,0,1,1113744,0,0,136373,1356,1
347392,0,1,1094131,0,0,130262,1357,1
347648,0,1,1115260,0,0,127659,1358,1
347904,0,1,1119294,0,0,128091,1359,1
348160,0,1,1124559,0,0,134647,1360,1
348416,0,1,1114049,0,0,128604,1361,1
348672,0,1,1108745,0,0,129287,1362,1
348928,0,1,1101894,0,0,128019,1363,1
349184,0,1,1124128,0,0,137631,1364,1
349440,0,1,1117601,0,0,132136,1365,1
349696,0,1,1109678,0,0,129572,1366,1
349952,0,1,1106204,0,0,131609,1367,1
350208,0,1,1137184,0,0,138927,1368,1
350464,0,1,1109239,0,0,133697,1369,1
350720,0,1,1112615,0,0,131331,1370,1
350976,0,1,1127910,0,0,130864,1371,1
351232,0,1,1145423,0,0,138413,1372,1
351488,0,1,1112372,0,0,133589,1373,1
351744,0,1,1126843,0,0,130625,1374,1
352000,0,1,1105383,0,0,131973,1375,1
352256,0,1,1132844,0,0,137616,1376,1
352512,0,1,1132945,0,0,130416,1377,1
352768,0,1,1111355,0,0,135894,1378,1
353024,0,1,1118001,0,0,132211,1379,1
